"Age","DistanceFromHome","DepartmentType","JobRole","JobLevel","JobInvolvement","JobSatisfaction","BusinessTravel","JobStockOptionLevel","WorkEnvironmentSatisfaction","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsWithCurrManager","Attrition"
"18","3","Sales","Sales Representative","1","3","4","Travel_Frequently","0","2","4","0","0","0","Yes"
"47","26","Human Resources","Manager","5","3","3","Travel_Rarely","1","4","3","5","2","0","No"
"39","3","Research & Development","Laboratory Technician","2","2","3","Travel_Rarely","1","3","3","10","8","7","No"
"40","15","Research & Development","Manufacturing Director","3","2","3","Travel_Rarely","2","1","3","18","15","12","No"
"35","8","Research & Development","Healthcare Representative","2","3","3","Non-Travel","1","3","3","14","11","9","No"
"37","7","Research & Development","Manufacturing Director","2","3","3","Travel_Rarely","3","3","2","4","3","2","No"
"39","4","Research & Development","Manufacturing Director","2","3","3","Travel_Frequently","0","1","1","9","2","8","No"
"45","2","Research & Development","Manufacturing Director","2","2","4","Travel_Rarely","2","4","3","10","7","9","No"
"38","2","Research & Development","Manufacturing Director","3","2","3","Travel_Rarely","1","4","4","5","4","2","No"
"35","10","Sales","Sales Executive","3","2","1","Travel_Rarely","0","4","3","13","12","0","Yes"
"37","10","Research & Development","Research Scientist","1","3","2","Travel_Rarely","1","2","1","8","4","7","No"
"40","16","Research & Development","Manufacturing Director","3","3","4","Travel_Rarely","0","3","2","4","2","3","No"
"44","1","Human Resources","Human Resources","2","3","4","Travel_Frequently","0","1","3","10","7","2","No"
"48","4","Research & Development","Manager","4","2","4","Travel_Frequently","1","3","3","2","2","2","No"
"35","15","Sales","Sales Executive","2","1","4","Travel_Rarely","2","1","2","2","2","2","Yes"
"24","2","Research & Development","Research Scientist","1","3","4","Travel_Frequently","0","1","3","6","3","3","No"
"27","8","Research & Development","Research Scientist","1","4","3","Travel_Rarely","0","2","3","3","2","2","No"
"27","2","Research & Development","Research Scientist","1","3","4","Travel_Frequently","0","4","2","4","2","2","No"
"40","7","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","0","1","1","4","2","3","Yes"
"29","10","Sales","Sales Executive","2","2","3","Travel_Rarely","0","3","3","5","2","4","No"
"36","5","Research & Development","Healthcare Representative","3","3","1","Travel_Rarely","2","2","3","3","2","2","No"
"25","2","Research & Development","Manufacturing Director","2","4","3","Travel_Frequently","2","4","3","7","7","7","No"
"39","12","Research & Development","Manufacturing Director","2","3","2","Travel_Rarely","0","4","3","5","4","0","No"
"49","22","Research & Development","Research Director","4","3","2","Travel_Rarely","2","1","3","4","2","2","No"
"50","17","Research & Development","Research Director","3","2","1","Travel_Rarely","3","4","3","14","11","11","No"
"20","2","Sales","Sales Representative","1","3","3","Travel_Rarely","0","3","3","2","2","2","No"
"34","3","Research & Development","Research Scientist","2","3","2","Travel_Rarely","1","4","3","11","8","9","No"
"36","7","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","0","1","3","4","3","3","No"
"49","6","Research & Development","Healthcare Representative","4","2","3","Travel_Rarely","1","3","3","15","11","12","No"
"36","1","Research & Development","Manufacturing Director","2","2","3","Non-Travel","0","4","3","3","2","2","No"
"36","3","Research & Development","Healthcare Representative","2","4","1","Travel_Rarely","1","4","3","5","4","4","No"
"54","22","Research & Development","Manager","4","3","3","Travel_Rarely","1","2","3","10","8","7","No"
"43","15","Research & Development","Research Director","4","2","3","Travel_Rarely","1","3","3","14","10","11","No"
"35","12","Sales","Sales Executive","2","3","4","Travel_Frequently","0","4","3","11","9","7","Yes"
"38","1","Research & Development","Research Scientist","2","3","4","Travel_Frequently","2","4","4","13","11","9","No"
"29","5","Sales","Sales Executive","2","2","2","Travel_Rarely","1","1","2","10","0","9","No"
"33","2","Sales","Sales Executive","2","3","4","Travel_Rarely","2","4","3","6","2","4","No"
"32","2","Research & Development","Research Scientist","2","3","2","Travel_Rarely","2","4","2","9","5","6","No"
"31","5","Sales","Sales Executive","2","3","4","Travel_Rarely","2","1","3","10","0","2","No"
"49","16","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","1","4","2","2","2","2","No"
"38","2","Research & Development","Laboratory Technician","1","2","2","Travel_Frequently","0","4","3","4","3","3","No"
"47","2","Sales","Manager","4","4","2","Travel_Rarely","3","2","3","3","2","2","No"
"49","1","Research & Development","Manager","4","3","3","Travel_Rarely","0","3","3","8","7","0","No"
"41","23","Sales","Sales Executive","3","3","3","Travel_Rarely","0","4","3","2","0","2","No"
"20","9","Sales","Sales Representative","1","3","1","Travel_Rarely","0","4","3","2","2","2","No"
"33","16","Sales","Sales Executive","2","3","4","Non-Travel","1","3","3","6","5","2","No"
"36","26","Research & Development","Healthcare Representative","2","3","3","Travel_Rarely","2","1","2","3","2","2","No"
"44","1","Human Resources","Human Resources","1","3","4","Travel_Rarely","3","3","3","2","2","2","No"
"23","8","Research & Development","Laboratory Technician","1","2","3","Travel_Rarely","0","4","3","5","4","2","Yes"
"38","4","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","1","4","2","0","0","0","No"
"53","24","Research & Development","Healthcare Representative","3","4","4","Travel_Rarely","0","2","3","4","3","2","No"
"48","7","Sales","Sales Representative","1","3","3","Travel_Frequently","2","4","3","9","7","7","Yes"
"32","2","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","0","4","3","1","0","0","Yes"
"26","7","Research & Development","Laboratory Technician","1","3","4","Non-Travel","0","4","3","7","7","7","No"
"55","22","Research & Development","Research Scientist","1","2","2","Travel_Rarely","1","1","3","4","2","2","No"
"34","5","Research & Development","Laboratory Technician","2","2","4","Travel_Rarely","1","2","4","15","10","13","No"
"60","1","Research & Development","Healthcare Representative","3","1","4","Travel_Rarely","1","3","4","1","0","0","No"
"33","7","Research & Development","Laboratory Technician","1","4","2","Travel_Rarely","3","2","3","14","11","13","No"
"37","1","Sales","Sales Executive","2","1","4","Travel_Frequently","2","3","2","6","3","3","No"
"34","19","Research & Development","Research Scientist","1","2","4","Travel_Rarely","0","2","3","10","9","7","No"
"23","7","Sales","Sales Representative","1","3","4","Travel_Rarely","1","3","3","3","2","2","Yes"
"44","2","Research & Development","Healthcare Representative","3","4","4","Travel_Rarely","1","3","3","8","7","7","No"
"35","2","Research & Development","Research Scientist","1","2","4","Travel_Frequently","0","1","4","5","4","4","No"
"43","2","Sales","Sales Executive","2","3","4","Travel_Rarely","1","4","3","10","9","8","No"
"24","9","Research & Development","Research Scientist","1","4","3","Travel_Rarely","1","3","3","5","3","4","No"
"41","6","Sales","Sales Executive","3","3","3","Travel_Rarely","0","4","3","10","8","7","No"
"29","9","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","1","4","3","5","3","2","No"
"36","2","Sales","Sales Representative","2","3","4","Travel_Rarely","0","3","2","13","7","7","No"
"45","1","Research & Development","Healthcare Representative","3","2","3","Non-Travel","1","3","2","23","15","4","No"
"24","22","Human Resources","Human Resources","1","1","3","Travel_Rarely","1","4","3","1","0","0","Yes"
"47","9","Sales","Sales Executive","4","1","3","Travel_Frequently","0","3","1","23","5","10","Yes"
"26","17","Research & Development","Laboratory Technician","1","1","3","Travel_Rarely","3","4","4","3","2","2","No"
"45","28","Research & Development","Research Director","4","2","2","Travel_Rarely","0","4","3","21","6","6","No"
"32","10","Research & Development","Research Scientist","1","3","3","Travel_Frequently","1","1","2","5","2","3","No"
"31","2","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","1","2","4","5","2","3","No"
"41","4","Human Resources","Human Resources","2","1","2","Non-Travel","1","3","3","3","2","2","No"
"40","8","Research & Development","Manufacturing Director","2","3","1","Travel_Rarely","1","2","3","1","0","0","No"
"24","29","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","3","2","4","6","2","2","No"
"46","13","Research & Development","Healthcare Representative","2","3","2","Travel_Rarely","0","3","3","10","7","9","No"
"35","27","Research & Development","Manufacturing Director","2","3","3","Travel_Rarely","1","4","3","7","7","7","No"
"30","16","Research & Development","Research Scientist","1","3","4","Travel_Rarely","1","2","2","10","0","8","No"
"47","2","Sales","Sales Executive","2","3","2","Non-Travel","1","3","1","1","0","0","No"
"46","2","Sales","Sales Executive","3","3","4","Travel_Rarely","1","3","2","10","6","3","No"
"36","13","Sales","Sales Executive","2","2","1","Travel_Rarely","3","2","3","2","2","2","Yes"
"32","1","Sales","Sales Executive","2","1","2","Travel_Rarely","0","1","3","0","0","0","Yes"
"23","4","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","0","3","1","3","2","2","No"
"31","24","Research & Development","Manufacturing Director","2","3","4","Travel_Frequently","0","4","3","5","4","4","No"
"39","1","Research & Development","Laboratory Technician","2","3","4","Non-Travel","1","4","3","9","8","8","No"
"32","19","Sales","Sales Executive","3","1","3","Travel_Rarely","1","4","1","4","3","2","No"
"40","7","Sales","Manager","5","3","2","Travel_Rarely","0","2","2","21","8","8","No"
"45","4","Human Resources","Human Resources","3","1","3","Travel_Rarely","2","3","4","5","0","3","No"
"30","2","Research & Development","Research Scientist","1","2","1","Travel_Frequently","0","4","3","9","7","7","No"
"24","10","Human Resources","Human Resources","1","3","4","Travel_Frequently","1","1","3","2","2","1","No"
"30","8","Human Resources","Human Resources","1","2","4","Travel_Frequently","1","3","2","4","2","2","Yes"
"31","5","Sales","Sales Executive","2","3","3","Travel_Rarely","1","1","3","5","2","2","No"
"27","8","Research & Development","Research Scientist","1","3","4","Travel_Rarely","0","3","2","6","2","4","No"
"29","9","Sales","Sales Representative","1","1","2","Travel_Rarely","0","2","3","2","2","2","Yes"
"29","1","Research & Development","Healthcare Representative","2","4","3","Travel_Frequently","0","4","4","3","2","2","No"
"30","15","Sales","Sales Executive","3","2","1","Travel_Rarely","1","3","3","7","7","7","No"
"34","2","Research & Development","Research Scientist","1","4","4","Travel_Rarely","3","4","3","5","0","2","No"
"33","2","Sales","Sales Executive","2","3","2","Non-Travel","0","4","2","11","7","7","No"
"49","11","Sales","Sales Executive","2","3","4","Travel_Rarely","0","4","4","5","1","4","No"
"33","16","Sales","Sales Executive","3","3","1","Travel_Rarely","0","1","2","0","0","0","Yes"
"38","2","Research & Development","Laboratory Technician","1","2","2","Travel_Frequently","1","3","2","6","1","5","No"
"31","16","Sales","Sales Executive","3","3","3","Travel_Rarely","3","1","3","1","0","0","Yes"
"29","4","Research & Development","Research Scientist","1","2","1","Travel_Rarely","1","4","3","1","0","0","No"
"30","16","Research & Development","Healthcare Representative","2","4","3","Travel_Rarely","1","3","3","7","0","7","No"
"32","5","Research & Development","Research Scientist","1","3","2","Non-Travel","0","2","3","7","7","7","No"
"38","18","Research & Development","Healthcare Representative","2","1","4","Travel_Rarely","1","2","3","1","0","0","No"
"43","17","Research & Development","Research Scientist","1","2","3","Travel_Frequently","1","3","3","1","0","0","Yes"
"42","12","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","3","2","2","5","3","4","No"
"55","2","Research & Development","Research Director","5","2","1","Travel_Rarely","3","3","3","1","0","0","No"
"33","4","Research & Development","Research Scientist","2","3","2","Non-Travel","2","4","2","9","8","7","No"
"41","9","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","2","3","3","5","3","4","No"
"34","10","Sales","Sales Executive","2","3","3","Non-Travel","1","4","3","15","14","7","No"
"53","7","Research & Development","Manufacturing Director","4","2","3","Non-Travel","3","1","2","3","2","2","No"
"43","2","Human Resources","Human Resources","1","3","4","Travel_Rarely","0","2","3","9","7","8","No"
"34","3","Sales","Sales Executive","2","1","4","Travel_Rarely","0","4","3","2","2","2","No"
"21","7","Sales","Sales Representative","1","3","2","Travel_Rarely","0","2","3","1","0","0","Yes"
"38","6","Research & Development","Laboratory Technician","1","2","3","Travel_Rarely","1","4","3","5","4","4","No"
"22","8","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","0","3","3","1","0","0","Yes"
"31","29","Sales","Sales Executive","2","2","4","Travel_Rarely","2","1","3","12","7","7","No"
"51","3","Research & Development","Manager","3","3","3","Travel_Rarely","0","1","3","2","2","2","No"
"37","9","Sales","Sales Executive","2","2","2","Travel_Rarely","2","2","3","5","2","3","No"
"46","2","Research & Development","Research Director","5","3","4","Travel_Rarely","1","3","3","2","1","2","No"
"36","10","Research & Development","Healthcare Representative","3","3","1","Travel_Rarely","1","4","3","12","8","7","No"
"44","1","Research & Development","Research Scientist","1","3","2","Travel_Frequently","3","3","2","5","3","3","Yes"
"37","8","Human Resources","Human Resources","2","3","2","Travel_Rarely","0","3","2","10","0","7","No"
"35","27","Sales","Sales Executive","2","3","4","Travel_Rarely","0","3","3","10","7","7","Yes"
"33","8","Research & Development","Research Scientist","1","4","1","Travel_Rarely","1","4","3","10","8","6","No"
"28","1","Research & Development","Research Scientist","1","3","4","Travel_Rarely","1","3","4","5","3","3","No"
"39","10","Research & Development","Research Director","3","3","3","Travel_Rarely","0","3","3","4","3","2","No"
"46","26","Sales","Sales Executive","2","2","2","Non-Travel","0","2","3","2","2","2","No"
"40","2","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","1","3","2","4","3","2","No"
"42","13","Research & Development","Healthcare Representative","2","4","1","Travel_Rarely","2","2","2","0","0","0","No"
"35","2","Research & Development","Manufacturing Director","2","3","4","Non-Travel","1","2","3","7","7","7","No"
"38","2","Human Resources","Human Resources","1","3","2","Non-Travel","3","1","3","11","10","8","No"
"34","9","Research & Development","Laboratory Technician","2","3","1","Travel_Frequently","1","4","2","7","1","7","Yes"
"37","10","Research & Development","Manufacturing Director","2","3","1","Travel_Rarely","0","3","3","10","3","8","Yes"
"39","20","Sales","Sales Executive","2","3","4","Travel_Frequently","1","3","3","2","1","2","No"
"43","9","Research & Development","Research Scientist","1","3","3","Non-Travel","0","1","2","3","2","2","No"
"41","5","Research & Development","Healthcare Representative","2","4","2","Travel_Rarely","0","2","1","3","2","2","No"
"41","4","Sales","Sales Executive","3","3","3","Travel_Rarely","1","3","4","22","14","5","No"
"30","10","Research & Development","Manufacturing Director","3","3","3","Travel_Rarely","0","1","3","7","7","2","No"
"26","20","Human Resources","Human Resources","1","3","2","Travel_Rarely","0","4","3","5","1","4","Yes"
"46","21","Research & Development","Healthcare Representative","2","3","2","Travel_Rarely","1","4","4","9","7","7","Yes"
"40","1","Research & Development","Healthcare Representative","2","3","4","Travel_Rarely","1","3","3","5","3","3","No"
"34","8","Sales","Sales Executive","2","4","3","Travel_Rarely","2","2","3","10","8","8","No"
"58","2","Sales","Manager","4","3","2","Non-Travel","1","2","2","16","9","14","No"
"35","23","Research & Development","Laboratory Technician","1","1","3","Travel_Rarely","1","2","4","5","4","3","No"
"47","4","Research & Development","Manufacturing Director","3","2","2","Travel_Rarely","1","3","3","22","11","10","No"
"40","12","Research & Development","Healthcare Representative","2","3","1","Travel_Rarely","1","2","3","7","4","7","No"
"54","7","Research & Development","Research Scientist","2","3","4","Travel_Rarely","1","4","2","7","1","7","No"
"31","7","Sales","Sales Executive","3","3","1","Travel_Frequently","2","1","3","3","2","2","No"
"28","1","Research & Development","Research Scientist","1","3","1","Travel_Rarely","1","3","3","3","2","2","No"
"38","2","Sales","Sales Representative","2","1","4","Travel_Rarely","2","2","2","4","2","3","No"
"26","10","Sales","Sales Executive","2","3","4","Travel_Rarely","0","3","3","5","3","2","No"
"58","15","Research & Development","Research Director","4","3","3","Travel_Frequently","0","1","3","2","2","2","No"
"18","14","Research & Development","Research Scientist","1","3","3","Non-Travel","0","2","1","0","0","0","No"
"31","18","Human Resources","Human Resources","1","4","1","Travel_Rarely","0","4","3","1","0","0","Yes"
"29","13","Human Resources","Human Resources","1","2","1","Travel_Rarely","3","1","3","2","2","0","Yes"
"45","2","Sales","Sales Executive","2","3","3","Non-Travel","2","3","4","8","7","7","No"
"36","2","Research & Development","Research Scientist","2","3","2","Travel_Rarely","1","4","3","1","0","0","No"
"43","2","Sales","Sales Executive","2","3","4","Travel_Frequently","1","1","3","7","7","7","No"
"27","5","Research & Development","Laboratory Technician","1","3","4","Travel_Frequently","0","4","3","5","4","2","No"
"29","20","Research & Development","Laboratory Technician","1","3","4","Travel_Frequently","0","4","4","11","8","10","No"
"32","10","Sales","Sales Executive","2","3","4","Travel_Frequently","0","4","4","0","0","0","No"
"42","10","Research & Development","Research Scientist","1","3","3","Non-Travel","2","3","2","6","3","3","No"
"47","9","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","0","2","3","2","2","0","No"
"46","2","Research & Development","Manufacturing Director","3","3","4","Travel_Rarely","1","4","2","9","8","7","No"
"28","1","Human Resources","Human Resources","1","3","4","Non-Travel","1","3","3","3","2","2","No"
"29","29","Research & Development","Healthcare Representative","2","1","3","Travel_Rarely","2","4","3","7","0","6","No"
"42","8","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","0","4","3","0","0","0","No"
"32","2","Sales","Sales Executive","2","2","2","Travel_Rarely","0","3","2","2","2","2","Yes"
"46","3","Sales","Sales Executive","4","4","1","Travel_Rarely","1","1","3","19","17","8","No"
"27","23","Sales","Sales Representative","2","2","3","Travel_Rarely","1","2","3","9","8","8","No"
"29","6","Human Resources","Human Resources","1","2","3","Travel_Rarely","0","4","3","1","0","0","No"
"43","6","Research & Development","Manager","5","2","3","Travel_Rarely","0","1","3","16","12","14","No"
"48","10","Research & Development","Research Director","5","2","2","Travel_Rarely","0","4","3","22","10","9","No"
"29","24","Research & Development","Research Scientist","1","2","4","Travel_Frequently","0","4","2","1","0","0","Yes"
"46","10","Sales","Sales Executive","3","3","2","Travel_Rarely","3","3","3","8","7","7","Yes"
"27","15","Research & Development","Research Scientist","1","2","1","Travel_Frequently","1","4","2","7","6","3","No"
"39","19","Research & Development","Research Scientist","2","3","4","Travel_Rarely","3","4","3","2","2","2","No"
"55","2","Research & Development","Research Scientist","1","2","4","Travel_Rarely","1","2","4","5","2","4","No"
"28","3","Sales","Sales Representative","1","3","2","Travel_Rarely","1","2","3","1","0","0","No"
"30","9","Sales","Sales Representative","1","3","4","Travel_Rarely","0","2","3","1","0","0","Yes"
"22","7","Research & Development","Research Scientist","1","3","2","Travel_Rarely","0","4","3","1","0","0","Yes"
"36","10","Sales","Sales Executive","2","2","3","Travel_Rarely","1","2","3","10","9","7","No"
"31","20","Research & Development","Laboratory Technician","2","3","3","Travel_Rarely","1","2","3","10","8","2","No"
"34","4","Sales","Sales Executive","3","3","4","Travel_Rarely","3","3","3","5","3","0","No"
"29","7","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","0","4","3","3","2","2","No"
"37","7","Research & Development","Research Scientist","2","3","1","Travel_Rarely","1","4","3","5","3","4","No"
"35","7","Research & Development","Manufacturing Director","2","2","2","Travel_Rarely","0","4","3","3","2","2","No"
"45","25","Research & Development","Manufacturing Director","2","2","4","Travel_Rarely","2","2","2","9","8","8","No"
"36","2","Human Resources","Human Resources","2","2","4","Travel_Frequently","0","2","2","10","1","8","No"
"40","1","Research & Development","Manager","4","3","1","Travel_Rarely","1","1","3","19","7","16","No"
"26","1","Research & Development","Research Scientist","1","2","3","Travel_Rarely","1","2","2","1","0","0","No"
"27","2","Sales","Sales Executive","2","4","3","Travel_Rarely","0","1","2","8","7","7","No"
"48","22","Research & Development","Manager","4","3","4","Travel_Frequently","1","4","3","22","17","7","No"
"44","1","Research & Development","Healthcare Representative","2","4","3","Travel_Rarely","1","2","3","2","0","2","No"
"34","16","Research & Development","Research Scientist","1","1","1","Non-Travel","1","4","3","5","2","0","Yes"
"56","24","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","0","1","3","4","2","0","Yes"
"36","17","Sales","Sales Executive","2","2","2","Travel_Rarely","2","3","1","4","2","3","No"
"41","8","Sales","Sales Executive","2","3","2","Travel_Rarely","1","3","3","5","4","4","No"
"42","6","Research & Development","Research Director","3","3","1","Travel_Rarely","1","3","4","13","7","7","No"
"31","10","Sales","Sales Executive","2","3","4","Travel_Rarely","1","3","3","5","2","4","No"
"34","3","Sales","Sales Executive","2","2","4","Travel_Rarely","0","4","2","4","2","1","No"
"31","4","Research & Development","Laboratory Technician","1","4","3","Travel_Rarely","1","1","2","2","2","2","No"
"26","6","Research & Development","Laboratory Technician","1","4","4","Travel_Frequently","1","3","3","7","7","7","No"
"45","1","Research & Development","Healthcare Representative","2","3","3","Travel_Frequently","0","2","3","4","2","3","No"
"33","10","Sales","Sales Executive","2","3","3","Travel_Rarely","0","2","3","10","4","9","No"
"28","1","Sales","Sales Executive","2","2","4","Travel_Frequently","1","3","3","7","7","7","No"
"29","24","Sales","Sales Representative","1","4","1","Travel_Frequently","0","3","3","1","0","0","Yes"
"39","21","Sales","Sales Executive","2","1","3","Non-Travel","1","1","3","3","2","2","No"
"27","2","Research & Development","Research Scientist","1","3","2","Travel_Rarely","1","2","2","5","3","2","No"
"34","22","Research & Development","Research Scientist","2","2","4","Travel_Frequently","0","3","3","15","10","11","No"
"28","13","Sales","Sales Executive","2","3","3","Travel_Rarely","0","4","3","2","0","2","Yes"
"47","14","Research & Development","Research Scientist","2","3","2","Non-Travel","1","3","4","8","7","7","No"
"56","11","Sales","Sales Executive","2","2","1","Travel_Rarely","1","4","3","0","0","0","No"
"39","9","Research & Development","Manufacturing Director","2","3","1","Travel_Rarely","1","1","3","10","0","9","No"
"38","8","Research & Development","Research Scientist","2","2","2","Travel_Frequently","1","4","3","20","11","7","No"
"58","21","Sales","Manager","4","3","4","Travel_Rarely","1","4","2","1","0","0","No"
"32","5","Research & Development","Research Scientist","1","4","3","Travel_Frequently","0","1","3","4","1","3","Yes"
"38","9","Research & Development","Research Scientist","1","3","4","Travel_Rarely","2","2","4","5","2","3","No"
"49","2","Research & Development","Research Director","5","3","4","Travel_Frequently","0","2","3","5","4","3","No"
"42","12","Sales","Sales Executive","2","3","4","Travel_Rarely","2","2","3","0","0","0","No"
"27","22","Human Resources","Human Resources","1","2","2","Travel_Frequently","0","1","3","1","0","0","Yes"
"35","18","Sales","Sales Executive","2","3","3","Travel_Rarely","1","2","1","5","3","4","No"
"28","16","Research & Development","Research Scientist","1","3","3","Non-Travel","0","3","3","5","3","4","No"
"31","3","Research & Development","Research Scientist","1","3","1","Non-Travel","1","3","4","4","2","3","No"
"36","9","Research & Development","Laboratory Technician","1","4","2","Non-Travel","0","1","3","5","4","2","No"
"34","1","Sales","Sales Executive","3","3","4","Travel_Rarely","0","1","2","14","8","1","No"
"34","13","Sales","Sales Executive","3","3","3","Travel_Rarely","1","4","2","8","7","1","No"
"26","1","Research & Development","Laboratory Technician","1","3","1","Travel_Rarely","0","3","2","7","7","6","No"
"29","1","Research & Development","Healthcare Representative","2","3","1","Travel_Rarely","1","1","2","5","3","2","No"
"32","15","Research & Development","Healthcare Representative","2","3","4","Non-Travel","1","3","3","5","1","2","No"
"31","7","Research & Development","Research Scientist","2","1","1","Travel_Frequently","0","4","3","10","8","7","No"
"28","17","Research & Development","Laboratory Technician","1","2","4","Travel_Rarely","1","3","2","4","1","3","Yes"
"38","1","Sales","Sales Representative","1","2","1","Travel_Rarely","0","1","2","1","0","0","No"
"35","7","Sales","Sales Executive","2","3","4","Travel_Rarely","0","3","3","10","8","9","No"
"27","9","Sales","Sales Executive","2","3","4","Travel_Rarely","0","4","3","7","7","7","No"
"32","5","Research & Development","Manufacturing Director","2","2","4","Travel_Rarely","0","4","3","1","0","0","No"
"31","26","Sales","Sales Executive","2","3","4","Travel_Frequently","0","1","3","10","7","8","Yes"
"53","24","Sales","Sales Executive","3","3","1","Travel_Rarely","0","1","2","2","2","2","Yes"
"54","9","Research & Development","Research Scientist","2","3","3","Travel_Rarely","2","1","2","4","3","3","No"
"33","7","Research & Development","Healthcare Representative","2","3","3","Travel_Frequently","3","4","3","9","7","8","No"
"43","11","Research & Development","Healthcare Representative","3","3","3","Travel_Rarely","1","1","3","10","9","9","No"
"38","1","Human Resources","Human Resources","1","3","2","Travel_Frequently","1","4","3","6","2","2","No"
"55","26","Human Resources","Manager","5","4","2","Travel_Rarely","1","3","3","10","9","4","No"
"31","2","Research & Development","Laboratory Technician","1","1","4","Travel_Rarely","3","4","3","1","0","0","No"
"39","15","Sales","Sales Executive","4","3","1","Travel_Rarely","0","2","3","20","8","10","No"
"42","23","Research & Development","Research Scientist","2","2","3","Non-Travel","0","4","3","20","9","7","No"
"31","10","Research & Development","Research Director","3","3","3","Non-Travel","1","3","4","11","7","8","No"
"54","10","Research & Development","Manufacturing Director","2","3","1","Travel_Rarely","0","3","3","5","2","4","No"
"24","1","Research & Development","Healthcare Representative","2","2","3","Travel_Rarely","0","2","2","4","3","2","No"
"23","12","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","0","4","4","5","2","4","No"
"40","11","Research & Development","Laboratory Technician","2","3","3","Travel_Frequently","1","4","4","10","9","4","No"
"40","2","Sales","Sales Executive","2","3","2","Travel_Rarely","1","2","3","11","8","10","No"
"25","2","Human Resources","Human Resources","1","3","2","Travel_Rarely","0","3","3","2","0","2","No"
"30","1","Research & Development","Laboratory Technician","1","3","2","Travel_Rarely","0","4","2","12","8","7","No"
"25","2","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","1","4","2","2","2","2","No"
"47","25","Research & Development","Healthcare Representative","3","3","3","Travel_Rarely","0","1","3","17","14","11","No"
"33","1","Research & Development","Laboratory Technician","1","2","3","Non-Travel","3","2","2","1","1","0","No"
"38","7","Sales","Sales Executive","2","3","2","Travel_Rarely","2","4","3","15","13","8","No"
"31","2","Sales","Sales Representative","1","3","3","Travel_Rarely","1","1","3","2","2","2","No"
"38","6","Research & Development","Manufacturing Director","2","2","3","Travel_Frequently","1","1","3","8","3","7","No"
"42","18","Research & Development","Research Scientist","2","3","1","Travel_Rarely","1","4","2","4","3","2","No"
"41","1","Research & Development","Research Scientist","1","3","4","Travel_Rarely","1","4","3","5","3","0","No"
"47","1","Research & Development","Research Director","3","3","2","Non-Travel","2","3","1","13","8","12","No"
"35","11","Research & Development","Laboratory Technician","1","3","3","Travel_Rarely","1","4","3","2","2","2","No"
"22","1","Research & Development","Research Scientist","1","3","3","Travel_Rarely","0","4","4","3","2","2","No"
"35","9","Research & Development","Research Scientist","2","3","3","Travel_Rarely","0","2","3","10","7","8","No"
"33","15","Research & Development","Healthcare Representative","2","3","4","Travel_Rarely","1","2","3","9","7","1","No"
"32","29","Research & Development","Laboratory Technician","1","2","3","Travel_Rarely","0","3","3","6","2","1","No"
"40","1","Research & Development","Laboratory Technician","1","3","4","Travel_Rarely","2","1","2","1","0","0","No"
"32","1","Sales","Sales Representative","1","2","2","Travel_Rarely","1","2","3","2","2","2","No"
"39","24","Research & Development","Research Scientist","2","3","4","Travel_Rarely","0","1","3","7","7","7","No"
"38","10","Research & Development","Research Director","3","1","3","Travel_Rarely","1","2","3","18","16","11","No"
"32","1","Sales","Sales Executive","3","3","4","Travel_Rarely","2","3","3","14","10","7","No"
"37","10","Research & Development","Research Director","3","4","4","Travel_Rarely","1","3","3","16","11","8","No"
"25","8","Sales","Sales Executive","2","3","3","Travel_Rarely","1","1","2","5","3","4","No"
"52","29","Sales","Sales Representative","1","3","4","Non-Travel","2","1","2","9","8","0","No"
"44","1","Research & Development","Research Scientist","1","3","4","Travel_Rarely","0","2","3","4","3","2","No"
"21","5","Sales","Sales Representative","1","3","1","Travel_Rarely","0","3","3","2","2","2","No"
"39","9","Research & Development","Manager","5","3","4","Non-Travel","0","4","2","6","0","3","No"
"23","9","Sales","Sales Representative","1","3","1","Travel_Frequently","1","4","2","1","0","0","Yes"
"36","3","Sales","Sales Executive","3","2","4","Travel_Rarely","2","1","3","9","7","4","No"
"36","4","Research & Development","Manufacturing Director","2","3","2","Travel_Frequently","3","4","3","4","2","2","No"
"56","1","Research & Development","Healthcare Representative","2","3","3","Non-Travel","1","3","2","13","12","9","No"
"29","1","Research & Development","Research Scientist","1","3","4","Travel_Rarely","3","1","4","2","2","2","Yes"
